Country,Date,New_cases,Total_Cases,Total_Percent
Finland,3 Apr 2020,97,1294,0.02
Finland,4 Apr 2020,267,1561,0.03
Finland,4 Apr 2020,267,1561,0.03
Finland,4 Apr 2020,267,1561,0.03
Finland,5 Apr 2020,45,1606,0.03
Finland,5 Apr 2020,45,1606,0.03
Finland,6 Apr 2020,249,1855,0.03
Finland,7 Apr 2020,132,1987,0.04
Finland,7 Apr 2020,132,1987,0.04
Finland,7 Apr 2020,132,1987,0.04
Finland,8 Apr 2020,179,2166,0.04
Finland,8 Apr 2020,179,2166,0.04
Finland,9 Apr 2020,118,2284,0.04
Finland,10 Apr 2020,164,2448,0.04
Finland,10 Apr 2020,164,2448,0.04
Finland,11 Apr 2020,136,2584,0.05
Finland,11 Apr 2020,136,2584,0.05
Finland,11 Apr 2020,136,2584,0.05
Finland,12 Apr 2020,69,2653,0.05
Finland,13 Apr 2020,90,2743,0.05
Finland,13 Apr 2020,90,2743,0.05
Finland,14 Apr 2020,97,2840,0.05
Finland,14 Apr 2020,97,2840,0.05
Finland,14 Apr 2020,97,2840,0.05
Finland,15 Apr 2020,76,2916,0.05
Finland,16 Apr 2020,132,3048,0.06
Finland,16 Apr 2020,132,3048,0.06
Finland,17 Apr 2020,120,3168,0.06
Finland,17 Apr 2020,120,3168,0.06
Finland,17 Apr 2020,120,3168,0.06
Finland,18 Apr 2020,192,3360,0.06
Finland,19 Apr 2020,102,3462,0.06
Finland,19 Apr 2020,102,3462,0.06
Finland,20 Apr 2020,85,3547,0.06
Finland,21 Apr 2020,146,3693,0.07
Finland,21 Apr 2020,146,3693,0.07
Finland,21 Apr 2020,146,3693,0.07
Finland,22 Apr 2020,115,3808,0.07
Finland,22 Apr 2020,115,3808,0.07
Finland,23 Apr 2020,155,3963,0.07
Finland,24 Apr 2020,111,4074,0.07
Finland,24 Apr 2020,111,4074,0.07
Finland,24 Apr 2020,111,4074,0.07
Finland,25 Apr 2020,80,4154,0.08
Finland,25 Apr 2020,80,4154,0.08
Finland,26 Apr 2020,101,4255,0.08
Finland,27 Apr 2020,119,4374,0.08
Finland,27 Apr 2020,119,4374,0.08
Finland,28 Apr 2020,45,4419,0.08
Finland,28 Apr 2020,45,4419,0.08
Finland,28 Apr 2020,45,4419,0.08
Finland,29 Apr 2020,166,4585,0.08
Finland,30 Apr 2020,89,4674,0.08
Finland,30 Apr 2020,89,4674,0.08
Finland,1 May 2020,56,4730,0.09
Finland,1 May 2020,56,4730,0.09
Finland,1 May 2020,56,4730,0.09
Finland,2 May 2020,125,4855,0.09
Finland,3 May 2020,78,4933,0.09
Finland,3 May 2020,78,4933,0.09
Finland,4 May 2020,73,5006,0.09
Finland,4 May 2020,73,5006,0.09
Finland,4 May 2020,73,5006,0.09
Finland,5 May 2020,85,5091,0.09
Finland,6 May 2020,161,5252,0.1
Finland,6 May 2020,161,5252,0.1
Finland,7 May 2020,100,5352,0.1
Finland,8 May 2020,65,5417,0.1
Finland,8 May 2020,65,5417,0.1
Finland,8 May 2020,65,5417,0.1
Finland,9 May 2020,142,5559,0.1
Finland,9 May 2020,142,5559,0.1
Finland,10 May 2020,82,5641,0.1
Finland,11 May 2020,22,5663,0.1
Finland,11 May 2020,22,5663,0.1
Finland,11 May 2020,22,5663,0.1
Finland,12 May 2020,19,5682,0.1
Finland,12 May 2020,19,5682,0.1
Finland,13 May 2020,51,5733,0.1
Finland,14 May 2020,91,5824,0.11
Finland,14 May 2020,91,5824,0.11
Finland,14 May 2020,91,5824,0.11
Finland,15 May 2020,83,5907,0.11
Finland,15 May 2020,83,5907,0.11
Finland,16 May 2020,58,5965,0.11
Finland,17 May 2020,61,6026,0.11
Finland,17 May 2020,61,6026,0.11
Finland,18 May 2020,33,6059,0.11
Finland,18 May 2020,33,6059,0.11
Finland,18 May 2020,33,6059,0.11
Finland,19 May 2020,19,6078,0.11
Finland,20 May 2020,44,6122,0.11
Finland,20 May 2020,44,6122,0.11
Finland,21 May 2020,50,6172,0.11
Finland,21 May 2020,50,6172,0.11
Finland,21 May 2020,50,6172,0.11
Finland,22 May 2020,44,6216,0.11
Finland,23 May 2020,31,6247,0.11
Finland,23 May 2020,31,6247,0.11
Finland,24 May 2020,11,6258,0.11
Finland,25 May 2020,20,6278,0.11
Finland,25 May 2020,20,6278,0.11
Finland,25 May 2020,20,6278,0.11
Finland,26 May 2020,29,6307,0.11
Finland,26 May 2020,29,6307,0.11
Finland,27 May 2020,64,6371,0.12
Finland,28 May 2020,51,6422,0.12
Finland,28 May 2020,51,6422,0.12
Finland,28 May 2020,51,6422,0.12
Finland,29 May 2020,33,6455,0.12
Finland,29 May 2020,33,6455,0.12
Finland,30 May 2020,50,6505,0.12
Finland,31 May 2020,33,6538,0.12
Finland,31 May 2020,33,6538,0.12
Finland,31 May 2020,33,6538,0.12
Finland,1 Jun 2020,26,6564,0.12
Finland,1 Jun 2020,26,6564,0.12
Finland,2 Jun 2020,2,6566,0.12
Finland,3 Jun 2020,24,6590,0.12
Finland,3 Jun 2020,24,6590,0.12
Finland,4 Jun 2020,0,6590,0.12
Finland,4 Jun 2020,0,6590,0.12
Finland,4 Jun 2020,0,6590,0.12
Finland,5 Jun 2020,30,6620,0.12
Finland,6 Jun 2020,23,6643,0.12
Finland,6 Jun 2020,23,6643,0.12
Finland,7 Jun 2020,17,6660,0.12
Finland,7 Jun 2020,17,6660,0.12
Finland,7 Jun 2020,17,6660,0.12
Finland,8 Jun 2020,20,6680,0.12
Finland,9 Jun 2020,24,6704,0.12
Finland,9 Jun 2020,24,6704,0.12
Finland,10 Jun 2020,15,6719,0.12
Finland,11 Jun 2020,24,6743,0.12
Finland,11 Jun 2020,24,6743,0.12
Finland,11 Jun 2020,24,6743,0.12
Finland,12 Jun 2020,9,6752,0.12
Finland,12 Jun 2020,9,6752,0.12
Finland,13 Jun 2020,14,6766,0.12
Finland,14 Jun 2020,17,6783,0.12
Finland,14 Jun 2020,17,6783,0.12
Finland,14 Jun 2020,17,6783,0.12
Finland,15 Jun 2020,4,6787,0.12
Finland,15 Jun 2020,4,6787,0.12
Finland,16 Jun 2020,4,6791,0.12
Finland,17 Jun 2020,5,6796,0.12
Finland,17 Jun 2020,5,6796,0.12
Finland,17 Jun 2020,5,6796,0.12
Finland,18 Jun 2020,2,6798,0.12
Finland,18 Jun 2020,2,6798,0.12
Finland,19 Jun 2020,14,6812,0.12
Finland,20 Jun 2020,9,6821,0.12
Finland,20 Jun 2020,9,6821,0.12
Finland,21 Jun 2020,1,6822,0.12
Finland,21 Jun 2020,1,6822,0.12
Finland,21 Jun 2020,1,6822,0.12
Finland,22 Jun 2020,1,6823,0.12
Finland,23 Jun 2020,11,6834,0.12
Finland,23 Jun 2020,11,6834,0.12
Finland,24 Jun 2020,12,6846,0.12
Finland,24 Jun 2020,12,6846,0.12
Finland,24 Jun 2020,12,6846,0.12
Finland,25 Jun 2020,5,6851,0.12
Finland,26 Jun 2020,19,6870,0.12
Finland,26 Jun 2020,19,6870,0.12
Finland,27 Jun 2020,7,6877,0.12
Finland,27 Jun 2020,7,6877,0.12
Finland,27 Jun 2020,7,6877,0.12
Finland,28 Jun 2020,0,6877,0.12
Finland,29 Jun 2020,11,6888,0.12
Finland,29 Jun 2020,11,6888,0.12
Finland,30 Jun 2020,5,6893,0.12
Finland,1 Jul 2020,22,6915,0.13
Finland,1 Jul 2020,22,6915,0.13
Finland,1 Jul 2020,22,6915,0.13
Finland,2 Jul 2020,5,6920,0.13
Finland,2 Jul 2020,5,6920,0.13
Finland,3 Jul 2020,1,6921,0.13
Finland,4 Jul 2020,6,6927,0.13
Finland,4 Jul 2020,6,6927,0.13
Finland,4 Jul 2020,6,6927,0.13
Finland,5 Jul 2020,5,6932,0.13
Finland,5 Jul 2020,5,6932,0.13
Finland,6 Jul 2020,4,6936,0.13
Finland,7 Jul 2020,5,6941,0.13
Finland,7 Jul 2020,5,6941,0.13
Finland,8 Jul 2020,3,6944,0.13
Finland,8 Jul 2020,3,6944,0.13
Finland,8 Jul 2020,3,6944,0.13
Finland,9 Jul 2020,8,6952,0.13
Finland,10 Jul 2020,6,6958,0.13
Finland,10 Jul 2020,6,6958,0.13
Finland,11 Jul 2020,12,6970,0.13
Finland,11 Jul 2020,12,6970,0.13
Finland,11 Jul 2020,12,6970,0.13
Finland,12 Jul 2020,3,6973,0.13
Finland,13 Jul 2020,1,6974,0.13
Finland,13 Jul 2020,1,6974,0.13
Finland,14 Jul 2020,6,6980,0.13
Finland,14 Jul 2020,6,6980,0.13
Finland,14 Jul 2020,6,6980,0.13
Finland,15 Jul 2020,0,6980,0.13
Finland,16 Jul 2020,0,6980,0.13
Finland,16 Jul 2020,0,6980,0.13
Finland,17 Jul 2020,8,6988,0.13
Finland,18 Jul 2020,17,7005,0.13
Finland,18 Jul 2020,17,7005,0.13
Finland,18 Jul 2020,17,7005,0.13
Finland,19 Jul 2020,17,7022,0.13
Finland,19 Jul 2020,17,7022,0.13
Finland,20 Jul 2020,5,7027,0.13
Finland,21 Jul 2020,11,7038,0.13
Finland,21 Jul 2020,11,7038,0.13
Finland,21 Jul 2020,11,7038,0.13
Finland,22 Jul 2020,11,7049,0.13
Finland,22 Jul 2020,11,7049,0.13
Finland,23 Jul 2020,10,7059,0.13
Finland,24 Jul 2020,8,7067,0.13
Finland,24 Jul 2020,8,7067,0.13
Finland,24 Jul 2020,8,7067,0.13
Finland,25 Jul 2020,8,7075,0.13
Finland,25 Jul 2020,8,7075,0.13
Finland,26 Jul 2020,5,7080,0.13
Finland,27 Jul 2020,5,7085,0.13
Finland,27 Jul 2020,5,7085,0.13
Finland,28 Jul 2020,6,7091,0.13
Finland,28 Jul 2020,6,7091,0.13
Finland,28 Jul 2020,6,7091,0.13
Finland,29 Jul 2020,10,7101,0.13
Finland,30 Jul 2020,9,7110,0.13
Finland,30 Jul 2020,9,7110,0.13
Finland,31 Jul 2020,9,7119,0.13
Finland,31 Jul 2020,9,7119,0.13
Finland,31 Jul 2020,9,7119,0.13
Finland,1 Aug 2020,11,7130,0.13
Finland,2 Aug 2020,10,7140,0.13
Finland,2 Aug 2020,10,7140,0.13
Finland,3 Aug 2020,13,7153,0.13
Finland,4 Aug 2020,17,7170,0.13
Finland,4 Aug 2020,17,7170,0.13
Finland,4 Aug 2020,17,7170,0.13
Finland,5 Aug 2020,29,7199,0.13
Finland,5 Aug 2020,29,7199,0.13
Finland,6 Aug 2020,20,7219,0.13
Finland,7 Aug 2020,22,7241,0.13
Finland,7 Aug 2020,22,7241,0.13
Finland,7 Aug 2020,22,7241,0.13
Finland,8 Aug 2020,14,7255,0.13
Finland,8 Aug 2020,14,7255,0.13
Finland,9 Aug 2020,16,7271,0.13
Finland,10 Aug 2020,17,7288,0.13
Finland,10 Aug 2020,17,7288,0.13
Finland,10 Aug 2020,17,7288,0.13
Finland,11 Aug 2020,22,7310,0.13
Finland,11 Aug 2020,22,7310,0.13
Finland,12 Aug 2020,19,7329,0.13
Finland,13 Aug 2020,41,7370,0.13
Finland,13 Aug 2020,41,7370,0.13
Finland,14 Aug 2020,17,7387,0.13
Finland,14 Aug 2020,17,7387,0.13
Finland,14 Aug 2020,17,7387,0.13
Finland,15 Aug 2020,20,7407,0.13
Finland,16 Aug 2020,11,7418,0.13
Finland,16 Aug 2020,11,7418,0.13
Finland,17 Aug 2020,21,7439,0.13
Finland,17 Aug 2020,21,7439,0.13
Finland,17 Aug 2020,21,7439,0.13
Finland,18 Aug 2020,24,7463,0.14
Finland,19 Aug 2020,29,7492,0.14
Finland,19 Aug 2020,29,7492,0.14
Finland,20 Aug 2020,37,7529,0.14
Finland,20 Aug 2020,37,7529,0.14
Finland,20 Aug 2020,37,7529,0.14
Finland,21 Aug 2020,29,7558,0.14
Finland,22 Aug 2020,35,7593,0.14
Finland,22 Aug 2020,35,7593,0.14
Finland,23 Aug 2020,14,7607,0.14
Finland,24 Aug 2020,18,7625,0.14
Finland,24 Aug 2020,18,7625,0.14
Finland,24 Aug 2020,18,7625,0.14
Finland,25 Aug 2020,43,7668,0.14
Finland,25 Aug 2020,43,7668,0.14
Finland,26 Aug 2020,21,7689,0.14
Finland,27 Aug 2020,17,7706,0.14
Finland,27 Aug 2020,17,7706,0.14
Finland,27 Aug 2020,17,7706,0.14
Finland,28 Aug 2020,23,7729,0.14
Finland,28 Aug 2020,23,7729,0.14
Finland,29 Aug 2020,7,7736,0.14
Finland,30 Aug 2020,28,7764,0.14
Finland,30 Aug 2020,28,7764,0.14
Finland,31 Aug 2020,9,7773,0.14
Finland,31 Aug 2020,9,7773,0.14
Finland,31 Aug 2020,9,7773,0.14
Finland,1 Sept 2020,56,7829,0.14
Finland,2 Sept 2020,19,7848,0.14
Finland,2 Sept 2020,19,7848,0.14
Finland,3 Sept 2020,39,7887,0.14
Finland,3 Sept 2020,39,7887,0.14
Finland,3 Sept 2020,39,7887,0.14
Finland,4 Sept 2020,25,7912,0.14
Finland,5 Sept 2020,36,7948,0.14
Finland,5 Sept 2020,36,7948,0.14
Finland,6 Sept 2020,30,7978,0.14
Finland,6 Sept 2020,30,7978,0.14
Finland,6 Sept 2020,30,7978,0.14
Finland,7 Sept 2020,36,8014,0.15
Finland,8 Sept 2020,10,8024,0.15
Finland,8 Sept 2020,10,8024,0.15
Finland,9 Sept 2020,93,8117,0.15
Finland,10 Sept 2020,39,8156,0.15
Finland,10 Sept 2020,39,8156,0.15
Finland,10 Sept 2020,39,8156,0.15
Finland,11 Sept 2020,43,8199,0.15
Finland,11 Sept 2020,43,8199,0.15
Finland,12 Sept 2020,45,8244,0.15
Finland,13 Sept 2020,23,8267,0.15
Finland,13 Sept 2020,23,8267,0.15
Finland,13 Sept 2020,23,8267,0.15
Finland,14 Sept 2020,47,8314,0.15
Finland,14 Sept 2020,47,8314,0.15
Finland,15 Sept 2020,98,8412,0.15
Finland,16 Sept 2020,25,8437,0.15
Finland,16 Sept 2020,25,8437,0.15
Finland,16 Sept 2020,25,8437,0.15
Finland,17 Sept 2020,49,8486,0.15
Finland,17 Sept 2020,49,8486,0.15
Finland,18 Sept 2020,59,8545,0.15
Finland,19 Sept 2020,64,8609,0.16
Finland,19 Sept 2020,64,8609,0.16
Finland,20 Sept 2020,58,8667,0.16
Finland,20 Sept 2020,58,8667,0.16
Finland,20 Sept 2020,58,8667,0.16
Finland,21 Sept 2020,66,8733,0.16
Finland,22 Sept 2020,149,8882,0.16
Finland,22 Sept 2020,149,8882,0.16
Finland,23 Sept 2020,93,8975,0.16
Finland,23 Sept 2020,93,8975,0.16
Finland,23 Sept 2020,93,8975,0.16
Finland,24 Sept 2020,91,9066,0.16
Finland,25 Sept 2020,105,9171,0.17
Finland,25 Sept 2020,105,9171,0.17
Finland,26 Sept 2020,93,9264,0.17
Finland,27 Sept 2020,105,9369,0.17
Finland,27 Sept 2020,105,9369,0.17
Finland,27 Sept 2020,105,9369,0.17
Finland,28 Sept 2020,61,9430,0.17
Finland,28 Sept 2020,61,9430,0.17
Finland,29 Sept 2020,149,9579,0.17
Finland,30 Sept 2020,100,9679,0.18
Finland,30 Sept 2020,100,9679,0.18
Finland,30 Sept 2020,100,9679,0.18
Finland,1 Oct 2020,111,9790,0.18
Finland,1 Oct 2020,111,9790,0.18
Finland,2 Oct 2020,141,9931,0.18
Finland,3 Oct 2020,147,10078,0.18
Finland,3 Oct 2020,147,10078,0.18
Finland,3 Oct 2020,147,10078,0.18
Finland,4 Oct 2020,147,10225,0.19
Finland,4 Oct 2020,147,10225,0.19
Finland,5 Oct 2020,164,10389,0.19
Finland,6 Oct 2020,227,10616,0.19
Finland,6 Oct 2020,227,10616,0.19
Finland,7 Oct 2020,120,10736,0.19
Finland,7 Oct 2020,120,10736,0.19
Finland,7 Oct 2020,120,10736,0.19
Finland,8 Oct 2020,296,11032,0.2
Finland,9 Oct 2020,235,11267,0.2
Finland,9 Oct 2020,235,11267,0.2
Finland,10 Oct 2020,269,11536,0.21
Finland,10 Oct 2020,269,11536,0.21
Finland,10 Oct 2020,269,11536,0.21
Finland,11 Oct 2020,149,11685,0.21
Finland,12 Oct 2020,214,11899,0.22
Finland,12 Oct 2020,214,11899,0.22
Finland,13 Oct 2020,287,12186,0.22
Finland,14 Oct 2020,204,12390,0.22
Finland,14 Oct 2020,204,12390,0.22
Finland,14 Oct 2020,204,12390,0.22
Finland,15 Oct 2020,241,12631,0.23
Finland,15 Oct 2020,241,12631,0.23
Finland,16 Oct 2020,189,12820,0.23
Finland,17 Oct 2020,160,12980,0.23
Finland,17 Oct 2020,160,12980,0.23
Finland,17 Oct 2020,160,12980,0.23
Finland,18 Oct 2020,131,13111,0.24
Finland,18 Oct 2020,131,13111,0.24
Finland,19 Oct 2020,131,13242,0.24
Finland,20 Oct 2020,294,13536,0.24
Finland,20 Oct 2020,294,13536,0.24
Finland,20 Oct 2020,294,13536,0.24
Finland,21 Oct 2020,222,13758,0.25
Finland,21 Oct 2020,222,13758,0.25
Finland,22 Oct 2020,184,13942,0.25
Finland,23 Oct 2020,219,14161,0.26
Finland,23 Oct 2020,219,14161,0.26
Finland,24 Oct 2020,178,14339,0.26
Finland,24 Oct 2020,178,14339,0.26
Finland,24 Oct 2020,178,14339,0.26
Finland,25 Oct 2020,196,14535,0.26
Finland,26 Oct 2020,122,14657,0.27
Finland,26 Oct 2020,122,14657,0.27
Finland,27 Oct 2020,193,14850,0.27
Finland,27 Oct 2020,193,14850,0.27
Finland,27 Oct 2020,193,14850,0.27
Finland,28 Oct 2020,215,15065,0.27
Finland,29 Oct 2020,188,15253,0.28
Finland,29 Oct 2020,188,15253,0.28
Finland,30 Oct 2020,344,15597,0.28
Finland,30 Oct 2020,344,15597,0.28
Finland,30 Oct 2020,344,15597,0.28
Finland,31 Oct 2020,203,15800,0.29
Finland,1 Nov 2020,178,15978,0.29
Finland,1 Nov 2020,178,15978,0.29
Finland,2 Nov 2020,109,16087,0.29
Finland,3 Nov 2020,237,16324,0.3
Finland,3 Nov 2020,237,16324,0.3
Finland,3 Nov 2020,237,16324,0.3
Finland,4 Nov 2020,293,16617,0.3
Finland,4 Nov 2020,293,16617,0.3
Finland,5 Nov 2020,189,16806,0.3
Finland,6 Nov 2020,266,17072,0.31
Finland,6 Nov 2020,266,17072,0.31
Finland,6 Nov 2020,266,17072,0.31
Finland,7 Nov 2020,0,17072,0.31
Finland,7 Nov 2020,0,17072,0.31
Finland,8 Nov 2020,412,17484,0.32
Finland,9 Nov 2020,90,17574,0.32
Finland,9 Nov 2020,90,17574,0.32
Finland,10 Nov 2020,220,17794,0.32
Finland,10 Nov 2020,220,17794,0.32
Finland,10 Nov 2020,220,17794,0.32
Finland,11 Nov 2020,238,18032,0.33
Finland,12 Nov 2020,197,18229,0.33
Finland,12 Nov 2020,197,18229,0.33
Finland,13 Nov 2020,316,18545,0.34
Finland,13 Nov 2020,316,18545,0.34
Finland,13 Nov 2020,316,18545,0.34
Finland,14 Nov 2020,244,18789,0.34
Finland,15 Nov 2020,213,19002,0.34
Finland,15 Nov 2020,213,19002,0.34
Finland,16 Nov 2020,104,19106,0.35
Finland,16 Nov 2020,104,19106,0.35
Finland,16 Nov 2020,104,19106,0.35
Finland,17 Nov 2020,228,19334,0.35
Finland,18 Nov 2020,288,19622,0.36
Finland,18 Nov 2020,288,19622,0.36
Finland,19 Nov 2020,351,19973,0.36
Finland,20 Nov 2020,461,20434,0.37
Finland,20 Nov 2020,461,20434,0.37
Finland,20 Nov 2020,461,20434,0.37
Finland,21 Nov 2020,469,20903,0.38
Finland,21 Nov 2020,469,20903,0.38
Finland,22 Nov 2020,423,21326,0.39
Finland,23 Nov 2020,297,21623,0.39
Finland,23 Nov 2020,297,21623,0.39
Finland,23 Nov 2020,297,21623,0.39
Finland,24 Nov 2020,353,21976,0.4
Finland,24 Nov 2020,353,21976,0.4
Finland,25 Nov 2020,363,22339,0.4
Finland,26 Nov 2020,496,22835,0.41
Finland,26 Nov 2020,496,22835,0.41
Finland,26 Nov 2020,496,22835,0.41
Finland,27 Nov 2020,618,23453,0.42
Finland,27 Nov 2020,618,23453,0.42
Finland,28 Nov 2020,541,23994,0.43
Finland,29 Nov 2020,322,24316,0.44
Finland,29 Nov 2020,322,24316,0.44
Finland,30 Nov 2020,283,24599,0.45
Finland,30 Nov 2020,283,24599,0.45
Finland,30 Nov 2020,283,24599,0.45
Finland,1 Dec 2020,550,25149,0.46
Finland,2 Dec 2020,420,25569,0.46
Finland,2 Dec 2020,420,25569,0.46
Finland,3 Dec 2020,540,26109,0.47
Finland,3 Dec 2020,540,26109,0.47
Finland,3 Dec 2020,540,26109,0.47
Finland,4 Dec 2020,336,26445,0.48
Finland,5 Dec 2020,460,26905,0.49
Finland,5 Dec 2020,460,26905,0.49
Finland,6 Dec 2020,413,27318,0.49
Finland,7 Dec 2020,250,27568,0.5
Finland,7 Dec 2020,250,27568,0.5
Finland,7 Dec 2020,250,27568,0.5
Finland,8 Dec 2020,361,27929,0.51
Finland,8 Dec 2020,361,27929,0.51
Finland,9 Dec 2020,490,28419,0.51
Finland,10 Dec 2020,840,29259,0.53
Finland,10 Dec 2020,840,29259,0.53
Finland,10 Dec 2020,840,29259,0.53
Finland,11 Dec 2020,501,29760,0.54
Finland,11 Dec 2020,501,29760,0.54
Finland,12 Dec 2020,377,30137,0.55
Finland,13 Dec 2020,360,30497,0.55
Finland,13 Dec 2020,360,30497,0.55
Finland,13 Dec 2020,360,30497,0.55
Finland,14 Dec 2020,300,30797,0.56
Finland,14 Dec 2020,300,30797,0.56
Finland,15 Dec 2020,349,31146,0.56
Finland,16 Dec 2020,411,31557,0.57
Finland,16 Dec 2020,411,31557,0.57
Finland,17 Dec 2020,358,31915,0.58
Finland,17 Dec 2020,358,31915,0.58
Finland,17 Dec 2020,358,31915,0.58
Finland,18 Dec 2020,354,32269,0.58
Finland,19 Dec 2020,271,32540,0.59
Finland,19 Dec 2020,271,32540,0.59
Finland,20 Dec 2020,309,32849,0.59
Finland,20 Dec 2020,309,32849,0.59
Finland,20 Dec 2020,309,32849,0.59
Finland,21 Dec 2020,252,33101,0.6
Finland,22 Dec 2020,303,33404,0.6
Finland,22 Dec 2020,303,33404,0.6
Finland,23 Dec 2020,367,33771,0.61
Finland,23 Dec 2020,367,33771,0.61
Finland,23 Dec 2020,367,33771,0.61
Finland,24 Dec 2020,363,34134,0.62
Finland,25 Dec 2020,201,34335,0.62
Finland,25 Dec 2020,201,34335,0.62
Finland,26 Dec 2020,173,34508,0.62
Finland,27 Dec 2020,156,34664,0.63
Finland,27 Dec 2020,156,34664,0.63
Finland,27 Dec 2020,156,34664,0.63
Finland,28 Dec 2020,160,34824,0.63
Finland,28 Dec 2020,160,34824,0.63
Finland,29 Dec 2020,283,35107,0.64
Finland,30 Dec 2020,438,35545,0.64
Finland,30 Dec 2020,438,35545,0.64
Finland,30 Dec 2020,438,35545,0.64
Finland,31 Dec 2020,249,35794,0.65
Finland,31 Dec 2020,249,35794,0.65
Finland,1 Jan 2021,296,36090,0.65
Finland,2 Jan 2021,201,36291,0.66
Finland,2 Jan 2021,201,36291,0.66
Finland,3 Jan 2021,168,36459,0.66
Finland,3 Jan 2021,168,36459,0.66
Finland,3 Jan 2021,168,36459,0.66
Finland,4 Jan 2021,147,36606,0.66
Finland,5 Jan 2021,299,36905,0.67
Finland,5 Jan 2021,299,36905,0.67
Finland,6 Jan 2021,331,37236,0.67
Finland,6 Jan 2021,331,37236,0.67
Finland,6 Jan 2021,331,37236,0.67
Finland,7 Jan 2021,223,37459,0.68
Finland,8 Jan 2021,296,37755,0.68
Finland,8 Jan 2021,296,37755,0.68
Finland,9 Jan 2021,324,38079,0.69
Finland,9 Jan 2021,324,38079,0.69
Finland,9 Jan 2021,324,38079,0.69
Finland,10 Jan 2021,198,38277,0.69
Finland,11 Jan 2021,200,38477,0.7
Finland,11 Jan 2021,200,38477,0.7
Finland,12 Jan 2021,221,38698,0.7
Finland,13 Jan 2021,324,39022,0.71
Finland,13 Jan 2021,324,39022,0.71
Finland,13 Jan 2021,324,39022,0.71
Finland,14 Jan 2021,258,39280,0.71
Finland,14 Jan 2021,258,39280,0.71
Finland,15 Jan 2021,318,39598,0.72
Finland,16 Jan 2021,190,39788,0.72
Finland,16 Jan 2021,190,39788,0.72
Finland,16 Jan 2021,190,39788,0.72
Finland,17 Jan 2021,236,40024,0.72
Finland,17 Jan 2021,236,40024,0.72
Finland,18 Jan 2021,168,40192,0.73
Finland,19 Jan 2021,217,40409,0.73
Finland,19 Jan 2021,217,40409,0.73
Finland,19 Jan 2021,217,40409,0.73
Finland,20 Jan 2021,444,40853,0.74
Finland,20 Jan 2021,444,40853,0.74
Finland,21 Jan 2021,399,41252,0.75
Finland,22 Jan 2021,350,41602,0.75
Finland,22 Jan 2021,350,41602,0.75
Finland,23 Jan 2021,419,42021,0.76
Finland,23 Jan 2021,419,42021,0.76
Finland,23 Jan 2021,419,42021,0.76
Finland,24 Jan 2021,246,42267,0.76
Finland,25 Jan 2021,192,42459,0.77
Finland,25 Jan 2021,192,42459,0.77
Finland,26 Jan 2021,348,42807,0.77
Finland,26 Jan 2021,348,42807,0.77
Finland,26 Jan 2021,348,42807,0.77
Finland,27 Jan 2021,496,43303,0.78
Finland,28 Jan 2021,423,43726,0.79
Finland,28 Jan 2021,423,43726,0.79
Finland,29 Jan 2021,363,44089,0.8
Finland,30 Jan 2021,469,44558,0.81
Finland,30 Jan 2021,469,44558,0.81
Finland,30 Jan 2021,469,44558,0.81
Finland,31 Jan 2021,367,44925,0.81
Finland,31 Jan 2021,367,44925,0.81
Finland,1 Feb 2021,244,45169,0.82
Finland,2 Feb 2021,302,45471,0.82
Finland,2 Feb 2021,302,45471,0.82
Finland,2 Feb 2021,302,45471,0.82
Finland,3 Feb 2021,265,45736,0.83
Finland,3 Feb 2021,265,45736,0.83
Finland,4 Feb 2021,444,46180,0.84
Finland,5 Feb 2021,401,46581,0.84
Finland,5 Feb 2021,401,46581,0.84
Finland,5 Feb 2021,401,46581,0.84
Finland,6 Feb 2021,368,46949,0.85
Finland,6 Feb 2021,368,46949,0.85
Finland,7 Feb 2021,354,47303,0.86
Finland,8 Feb 2021,353,47656,0.86
Finland,8 Feb 2021,353,47656,0.86
Finland,9 Feb 2021,438,48094,0.87
Finland,9 Feb 2021,438,48094,0.87
Finland,9 Feb 2021,438,48094,0.87
Finland,10 Feb 2021,400,48494,0.88
Finland,11 Feb 2021,358,48852,0.88
Finland,11 Feb 2021,358,48852,0.88
Finland,12 Feb 2021,407,49259,0.89
Finland,12 Feb 2021,407,49259,0.89
Finland,12 Feb 2021,407,49259,0.89
Finland,13 Feb 2021,435,49694,0.9
Finland,14 Feb 2021,312,50006,0.91
Finland,14 Feb 2021,312,50006,0.91
Finland,15 Feb 2021,343,50349,0.91
Finland,16 Feb 2021,385,50734,0.92
Finland,16 Feb 2021,385,50734,0.92
Finland,16 Feb 2021,385,50734,0.92
Finland,17 Feb 2021,548,51282,0.93
Finland,17 Feb 2021,548,51282,0.93
Finland,18 Feb 2021,614,51896,0.94
Finland,19 Feb 2021,444,52340,0.95
Finland,19 Feb 2021,444,52340,0.95
Finland,19 Feb 2021,444,52340,0.95
Finland,20 Feb 2021,632,52972,0.96
Finland,20 Feb 2021,632,52972,0.96
Finland,21 Feb 2021,457,53429,0.97
Finland,22 Feb 2021,390,53819,0.97
Finland,22 Feb 2021,390,53819,0.97
Finland,22 Feb 2021,390,53819,0.97
Finland,23 Feb 2021,400,54219,0.98
Finland,23 Feb 2021,400,54219,0.98
Finland,24 Feb 2021,590,54809,0.99
Finland,25 Feb 2021,565,55374,1.0
Finland,25 Feb 2021,565,55374,1.0
Finland,26 Feb 2021,720,56094,1.02
