Country,Date,New_cases,Total_Cases,Total_Percent
Poland,12 Mar 2021,18873,1868229,4.92
Poland,12 Mar 2021,18873,1868229,4.92
Poland,13 Mar 2021,21063,1889292,4.98
Poland,13 Mar 2021,21063,1889292,4.98
Poland,13 Mar 2021,21063,1889292,4.98
Poland,14 Mar 2021,17272,1906564,5.02
Poland,15 Mar 2021,10895,1917459,5.05
Poland,15 Mar 2021,10895,1917459,5.05
Poland,16 Mar 2021,14394,1931853,5.09
Poland,16 Mar 2021,14394,1931853,5.09
Poland,16 Mar 2021,14394,1931853,5.09
Poland,17 Mar 2021,25053,1956906,5.16
Poland,18 Mar 2021,27274,1984180,5.23
Poland,18 Mar 2021,27274,1984180,5.23
Poland,19 Mar 2021,25996,2010176,5.3
Poland,20 Mar 2021,26456,2036632,5.37
Poland,20 Mar 2021,26456,2036632,5.37
Poland,20 Mar 2021,26456,2036632,5.37
Poland,21 Mar 2021,21850,2058482,5.42
Poland,21 Mar 2021,21850,2058482,5.42
Poland,22 Mar 2021,14579,2073061,5.46
Poland,23 Mar 2021,16740,2089801,5.51
Poland,23 Mar 2021,16740,2089801,5.51
Poland,23 Mar 2021,16740,2089801,5.51
Poland,24 Mar 2021,30802,2120603,5.59
Poland,24 Mar 2021,30802,2120603,5.59
Poland,25 Mar 2021,34150,2154753,5.68
Poland,26 Mar 2021,35145,2189898,5.77
Poland,26 Mar 2021,35145,2189898,5.77
Poland,27 Mar 2021,31759,2221657,5.85
Poland,27 Mar 2021,31759,2221657,5.85
Poland,27 Mar 2021,31759,2221657,5.85
Poland,28 Mar 2021,29266,2250923,5.93
Poland,29 Mar 2021,16973,2267896,5.97
Poland,29 Mar 2021,16973,2267896,5.97
Poland,30 Mar 2021,20862,2288758,6.03
Poland,30 Mar 2021,20862,2288758,6.03
Poland,30 Mar 2021,20862,2288758,6.03
Poland,31 Mar 2021,32891,2321649,6.12
Poland,1 Apr 2021,35253,2356902,6.21
Poland,1 Apr 2021,35253,2356902,6.21
Poland,2 Apr 2021,30541,2387443,6.29
Poland,3 Apr 2021,28073,2415516,6.36
Poland,3 Apr 2021,28073,2415516,6.36
Poland,3 Apr 2021,28073,2415516,6.36
Poland,4 Apr 2021,22958,2438474,6.42
Poland,4 Apr 2021,22958,2438474,6.42
Poland,5 Apr 2021,9921,2448395,6.45
Poland,6 Apr 2021,8246,2456641,6.47
Poland,6 Apr 2021,8246,2456641,6.47
Poland,7 Apr 2021,14908,2471549,6.51
Poland,7 Apr 2021,14908,2471549,6.51
Poland,7 Apr 2021,14908,2471549,6.51
Poland,8 Apr 2021,27890,2499439,6.58
Poland,9 Apr 2021,28499,2527938,6.66
Poland,9 Apr 2021,28499,2527938,6.66
Portugal,13 Mar 2020,53,53,0.0
Portugal,14 Mar 2020,57,110,0.0
Portugal,14 Mar 2020,57,110,0.0
Portugal,15 Mar 2020,76,186,0.0
Portugal,15 Mar 2020,76,186,0.0
Portugal,15 Mar 2020,76,186,0.0
Portugal,16 Mar 2020,86,272,0.0
Portugal,17 Mar 2020,117,389,0.0
Portugal,17 Mar 2020,117,389,0.0
Portugal,18 Mar 2020,0,389,0.0
Portugal,18 Mar 2020,0,389,0.0
Portugal,18 Mar 2020,0,389,0.0
Portugal,19 Mar 2020,337,726,0.01
Portugal,20 Mar 2020,235,961,0.01
Portugal,20 Mar 2020,235,961,0.01
Portugal,21 Mar 2020,260,1221,0.01
Portugal,22 Mar 2020,320,1541,0.01
Portugal,22 Mar 2020,320,1541,0.01
Portugal,22 Mar 2020,320,1541,0.01
Portugal,23 Mar 2020,460,2001,0.02
Portugal,23 Mar 2020,460,2001,0.02
Portugal,24 Mar 2020,302,2303,0.02
Portugal,25 Mar 2020,633,2936,0.03
Portugal,25 Mar 2020,633,2936,0.03
Portugal,26 Mar 2020,549,3485,0.03
Portugal,26 Mar 2020,549,3485,0.03
Portugal,26 Mar 2020,549,3485,0.03
Portugal,27 Mar 2020,724,4209,0.04
Portugal,28 Mar 2020,902,5111,0.05
Portugal,28 Mar 2020,902,5111,0.05
Portugal,29 Mar 2020,792,5903,0.06
Portugal,29 Mar 2020,792,5903,0.06
Portugal,29 Mar 2020,792,5903,0.06
Portugal,30 Mar 2020,446,6349,0.06
Portugal,31 Mar 2020,1035,7384,0.07
Portugal,31 Mar 2020,1035,7384,0.07
Portugal,1 Apr 2020,808,8192,0.08
Portugal,2 Apr 2020,783,8975,0.09
Portugal,2 Apr 2020,783,8975,0.09
Portugal,2 Apr 2020,783,8975,0.09
Portugal,3 Apr 2020,852,9827,0.1
Portugal,3 Apr 2020,852,9827,0.1
Portugal,4 Apr 2020,638,10465,0.1
Portugal,5 Apr 2020,754,11219,0.11
Portugal,5 Apr 2020,754,11219,0.11
Portugal,5 Apr 2020,754,11219,0.11
Portugal,6 Apr 2020,452,11671,0.11
Portugal,6 Apr 2020,452,11671,0.11
Portugal,7 Apr 2020,712,12383,0.12
Portugal,8 Apr 2020,699,13082,0.13
Portugal,8 Apr 2020,699,13082,0.13
Portugal,9 Apr 2020,815,13897,0.13
Portugal,9 Apr 2020,815,13897,0.13
Portugal,9 Apr 2020,815,13897,0.13
Portugal,10 Apr 2020,1516,15413,0.15
Portugal,11 Apr 2020,515,15928,0.15
Portugal,11 Apr 2020,515,15928,0.15
Portugal,12 Apr 2020,598,16526,0.16
Portugal,13 Apr 2020,349,16875,0.16
Portugal,13 Apr 2020,349,16875,0.16
Portugal,13 Apr 2020,349,16875,0.16
Portugal,14 Apr 2020,514,17389,0.17
Portugal,14 Apr 2020,514,17389,0.17
Portugal,15 Apr 2020,643,18032,0.18
Portugal,16 Apr 2020,750,18782,0.18
Portugal,16 Apr 2020,750,18782,0.18
Portugal,16 Apr 2020,750,18782,0.18
Portugal,17 Apr 2020,181,18963,0.18
Portugal,17 Apr 2020,181,18963,0.18
Portugal,18 Apr 2020,663,19626,0.19
Portugal,19 Apr 2020,521,20147,0.2
Portugal,19 Apr 2020,521,20147,0.2
Portugal,20 Apr 2020,657,20804,0.2
Portugal,20 Apr 2020,657,20804,0.2
Portugal,20 Apr 2020,657,20804,0.2
Portugal,21 Apr 2020,516,21320,0.21
Portugal,22 Apr 2020,603,21923,0.21
Portugal,22 Apr 2020,603,21923,0.21
Portugal,23 Apr 2020,371,22294,0.22
Portugal,23 Apr 2020,371,22294,0.22
Portugal,23 Apr 2020,371,22294,0.22
Portugal,24 Apr 2020,444,22738,0.22
Portugal,25 Apr 2020,595,23333,0.23
Portugal,25 Apr 2020,595,23333,0.23
Portugal,26 Apr 2020,472,23805,0.23
Portugal,27 Apr 2020,163,23968,0.23
Portugal,27 Apr 2020,163,23968,0.23
Portugal,27 Apr 2020,163,23968,0.23
Portugal,28 Apr 2020,295,24263,0.24
Portugal,28 Apr 2020,295,24263,0.24
Portugal,29 Apr 2020,183,24446,0.24
Portugal,30 Apr 2020,540,24986,0.24
Portugal,30 Apr 2020,540,24986,0.24
Portugal,30 Apr 2020,540,24986,0.24
Portugal,1 May 2020,306,25292,0.25
Portugal,1 May 2020,306,25292,0.25
Portugal,2 May 2020,0,25292,0.25
Portugal,3 May 2020,92,25384,0.25
Portugal,3 May 2020,92,25384,0.25
Portugal,4 May 2020,242,25626,0.25
Portugal,4 May 2020,242,25626,0.25
Portugal,4 May 2020,242,25626,0.25
Portugal,5 May 2020,178,25804,0.25
Portugal,6 May 2020,480,26284,0.26
Portugal,6 May 2020,480,26284,0.26
Portugal,7 May 2020,533,26817,0.26
Portugal,8 May 2020,553,27370,0.27
Portugal,8 May 2020,553,27370,0.27
Portugal,8 May 2020,553,27370,0.27
Portugal,9 May 2020,138,27508,0.27
Portugal,9 May 2020,138,27508,0.27
Portugal,10 May 2020,175,27683,0.27
Portugal,11 May 2020,98,27781,0.27
Portugal,11 May 2020,98,27781,0.27
Portugal,11 May 2020,98,27781,0.27
Portugal,12 May 2020,234,28015,0.27
Portugal,12 May 2020,234,28015,0.27
Portugal,13 May 2020,219,28234,0.27
Portugal,14 May 2020,187,28421,0.28
Portugal,14 May 2020,187,28421,0.28
Portugal,15 May 2020,264,28685,0.28
Portugal,15 May 2020,264,28685,0.28
Portugal,15 May 2020,264,28685,0.28
Portugal,16 May 2020,227,28912,0.28
Portugal,17 May 2020,226,29138,0.28
Portugal,17 May 2020,226,29138,0.28
Portugal,18 May 2020,173,29311,0.28
Portugal,18 May 2020,173,29311,0.28
Portugal,18 May 2020,173,29311,0.28
Portugal,19 May 2020,223,29534,0.29
Portugal,20 May 2020,228,29762,0.29
Portugal,20 May 2020,228,29762,0.29
Portugal,21 May 2020,252,30014,0.29
Portugal,22 May 2020,288,30302,0.29
Portugal,22 May 2020,288,30302,0.29
Portugal,22 May 2020,288,30302,0.29
Portugal,23 May 2020,271,30573,0.3
Portugal,23 May 2020,271,30573,0.3
Portugal,24 May 2020,152,30725,0.3
Portugal,25 May 2020,165,30890,0.3
Portugal,25 May 2020,165,30890,0.3
Portugal,26 May 2020,219,31109,0.3
Portugal,26 May 2020,219,31109,0.3
Portugal,26 May 2020,219,31109,0.3
Portugal,27 May 2020,285,31394,0.3
Portugal,28 May 2020,304,31698,0.31
Portugal,28 May 2020,304,31698,0.31
Portugal,29 May 2020,350,32048,0.31
Portugal,29 May 2020,350,32048,0.31
Portugal,29 May 2020,350,32048,0.31
Portugal,30 May 2020,257,32305,0.31
Portugal,31 May 2020,297,32602,0.32
Portugal,31 May 2020,297,32602,0.32
Portugal,1 Jun 2020,200,32802,0.32
Portugal,2 Jun 2020,195,32997,0.32
Portugal,2 Jun 2020,195,32997,0.32
Portugal,2 Jun 2020,195,32997,0.32
Portugal,3 Jun 2020,366,33363,0.32
Portugal,3 Jun 2020,366,33363,0.32
Portugal,4 Jun 2020,331,33694,0.33
Portugal,5 Jun 2020,377,34071,0.33
Portugal,5 Jun 2020,377,34071,0.33
Portugal,5 Jun 2020,377,34071,0.33
Portugal,6 Jun 2020,382,34453,0.33
Portugal,6 Jun 2020,382,34453,0.33
Portugal,7 Jun 2020,342,34795,0.34
Portugal,8 Jun 2020,192,34987,0.34
Portugal,8 Jun 2020,192,34987,0.34
Portugal,9 Jun 2020,421,35408,0.34
Portugal,9 Jun 2020,421,35408,0.34
Portugal,9 Jun 2020,421,35408,0.34
Portugal,10 Jun 2020,294,35702,0.35
Portugal,11 Jun 2020,310,36012,0.35
Portugal,11 Jun 2020,310,36012,0.35
Portugal,12 Jun 2020,270,36282,0.35
Portugal,13 Jun 2020,283,36565,0.36
Portugal,13 Jun 2020,283,36565,0.36
Portugal,13 Jun 2020,283,36565,0.36
Portugal,14 Jun 2020,227,36792,0.36
Portugal,14 Jun 2020,227,36792,0.36
Portugal,15 Jun 2020,346,37138,0.36
Portugal,16 Jun 2020,300,37438,0.36
Portugal,16 Jun 2020,300,37438,0.36
Portugal,16 Jun 2020,300,37438,0.36
Portugal,17 Jun 2020,336,37774,0.37
Portugal,17 Jun 2020,336,37774,0.37
Portugal,18 Jun 2020,417,38191,0.37
Portugal,19 Jun 2020,375,38566,0.37
Portugal,19 Jun 2020,375,38566,0.37
Portugal,20 Jun 2020,377,38943,0.38
Portugal,20 Jun 2020,377,38943,0.38
Portugal,20 Jun 2020,377,38943,0.38
Portugal,21 Jun 2020,292,39235,0.38
Portugal,22 Jun 2020,259,39494,0.38
Portugal,22 Jun 2020,259,39494,0.38
Portugal,23 Jun 2020,345,39839,0.39
Portugal,23 Jun 2020,345,39839,0.39
Portugal,23 Jun 2020,345,39839,0.39
Portugal,24 Jun 2020,367,40206,0.39
Portugal,25 Jun 2020,311,40517,0.39
Portugal,25 Jun 2020,311,40517,0.39
Portugal,26 Jun 2020,451,40968,0.4
Portugal,27 Jun 2020,323,41291,0.4
Portugal,27 Jun 2020,323,41291,0.4
Portugal,27 Jun 2020,323,41291,0.4
Portugal,28 Jun 2020,457,41748,0.41
Portugal,28 Jun 2020,457,41748,0.41
Portugal,29 Jun 2020,266,42014,0.41
Portugal,30 Jun 2020,229,42243,0.41
Portugal,30 Jun 2020,229,42243,0.41
Portugal,30 Jun 2020,229,42243,0.41
Portugal,1 Jul 2020,313,42556,0.41
Portugal,1 Jul 2020,313,42556,0.41
Portugal,2 Jul 2020,328,42884,0.42
Portugal,3 Jul 2020,374,43258,0.42
Portugal,3 Jul 2020,374,43258,0.42
Portugal,4 Jul 2020,413,43671,0.42
Portugal,4 Jul 2020,413,43671,0.42
Portugal,4 Jul 2020,413,43671,0.42
Portugal,5 Jul 2020,328,43999,0.43
Portugal,6 Jul 2020,232,44231,0.43
Portugal,6 Jul 2020,232,44231,0.43
Portugal,7 Jul 2020,287,44518,0.43
Portugal,8 Jul 2020,443,44961,0.44
Portugal,8 Jul 2020,443,44961,0.44
Portugal,8 Jul 2020,443,44961,0.44
Portugal,9 Jul 2020,418,45379,0.44
Portugal,9 Jul 2020,418,45379,0.44
Portugal,10 Jul 2020,402,45781,0.44
Portugal,11 Jul 2020,542,46323,0.45
Portugal,11 Jul 2020,542,46323,0.45
Portugal,11 Jul 2020,542,46323,0.45
Portugal,12 Jul 2020,291,46614,0.45
Portugal,12 Jul 2020,291,46614,0.45
Portugal,13 Jul 2020,306,46920,0.46
Portugal,14 Jul 2020,233,47153,0.46
Portugal,14 Jul 2020,233,47153,0.46
Portugal,15 Jul 2020,375,47528,0.46
Portugal,15 Jul 2020,375,47528,0.46
Portugal,15 Jul 2020,375,47528,0.46
Portugal,16 Jul 2020,339,47867,0.46
Portugal,17 Jul 2020,312,48179,0.47
Portugal,17 Jul 2020,312,48179,0.47
Portugal,18 Jul 2020,313,48492,0.47
Portugal,18 Jul 2020,313,48492,0.47
Portugal,18 Jul 2020,313,48492,0.47
Portugal,19 Jul 2020,246,48738,0.47
Portugal,20 Jul 2020,135,48873,0.47
Portugal,20 Jul 2020,135,48873,0.47
Portugal,21 Jul 2020,127,49000,0.48
Portugal,22 Jul 2020,252,49252,0.48
Portugal,22 Jul 2020,252,49252,0.48
Portugal,22 Jul 2020,252,49252,0.48
Portugal,23 Jul 2020,229,49481,0.48
Portugal,23 Jul 2020,229,49481,0.48
Portugal,24 Jul 2020,313,49794,0.48
Portugal,25 Jul 2020,263,50057,0.49
Portugal,25 Jul 2020,263,50057,0.49
Portugal,26 Jul 2020,209,50266,0.49
Portugal,26 Jul 2020,209,50266,0.49
Portugal,26 Jul 2020,209,50266,0.49
Portugal,27 Jul 2020,135,50401,0.49
Portugal,28 Jul 2020,111,50512,0.49
Portugal,28 Jul 2020,111,50512,0.49
Portugal,29 Jul 2020,203,50715,0.49
Portugal,29 Jul 2020,203,50715,0.49
Portugal,29 Jul 2020,203,50715,0.49
Portugal,30 Jul 2020,255,50970,0.5
Portugal,31 Jul 2020,204,51174,0.5
Portugal,31 Jul 2020,204,51174,0.5
Portugal,1 Aug 2020,238,51412,0.5
Portugal,2 Aug 2020,153,51565,0.5
Portugal,2 Aug 2020,153,51565,0.5
Portugal,2 Aug 2020,153,51565,0.5
Portugal,3 Aug 2020,106,51671,0.5
Portugal,3 Aug 2020,106,51671,0.5
Portugal,4 Aug 2020,112,51783,0.5
Portugal,5 Aug 2020,167,51950,0.5
Portugal,5 Aug 2020,167,51950,0.5
Portugal,5 Aug 2020,167,51950,0.5
Portugal,6 Aug 2020,213,52163,0.51
Portugal,6 Aug 2020,213,52163,0.51
Portugal,7 Aug 2020,290,52453,0.51
Portugal,8 Aug 2020,186,52639,0.51
Portugal,8 Aug 2020,186,52639,0.51
Portugal,9 Aug 2020,131,52770,0.51
Portugal,9 Aug 2020,131,52770,0.51
Portugal,9 Aug 2020,131,52770,0.51
Portugal,10 Aug 2020,157,52927,0.51
Portugal,11 Aug 2020,120,53047,0.52
Portugal,11 Aug 2020,120,53047,0.52
Portugal,12 Aug 2020,278,53325,0.52
Portugal,13 Aug 2020,325,53650,0.52
Portugal,13 Aug 2020,325,53650,0.52
Portugal,13 Aug 2020,325,53650,0.52
Portugal,14 Aug 2020,235,53885,0.52
Portugal,14 Aug 2020,235,53885,0.52
Portugal,15 Aug 2020,198,54083,0.53
Portugal,16 Aug 2020,121,54204,0.53
Portugal,16 Aug 2020,121,54204,0.53
Portugal,16 Aug 2020,121,54204,0.53
Portugal,17 Aug 2020,132,54336,0.53
Portugal,17 Aug 2020,132,54336,0.53
Portugal,18 Aug 2020,214,54550,0.53
Portugal,19 Aug 2020,253,54803,0.53
Portugal,19 Aug 2020,253,54803,0.53
Portugal,20 Aug 2020,291,55094,0.54
Portugal,20 Aug 2020,291,55094,0.54
Portugal,20 Aug 2020,291,55094,0.54
Portugal,21 Aug 2020,219,55313,0.54
Portugal,22 Aug 2020,241,55554,0.54
Portugal,22 Aug 2020,241,55554,0.54
Portugal,23 Aug 2020,145,55699,0.54
Portugal,23 Aug 2020,145,55699,0.54
Portugal,23 Aug 2020,145,55699,0.54
Portugal,24 Aug 2020,123,55822,0.54
Portugal,25 Aug 2020,192,56014,0.54
Portugal,25 Aug 2020,192,56014,0.54
Portugal,26 Aug 2020,362,56376,0.55
Portugal,27 Aug 2020,399,56775,0.55
Portugal,27 Aug 2020,399,56775,0.55
Portugal,27 Aug 2020,399,56775,0.55
Portugal,28 Aug 2020,401,57176,0.56
Portugal,28 Aug 2020,401,57176,0.56
Portugal,29 Aug 2020,374,57550,0.56
Portugal,30 Aug 2020,320,57870,0.56
Portugal,30 Aug 2020,320,57870,0.56
Portugal,30 Aug 2020,320,57870,0.56
Portugal,31 Aug 2020,244,58114,0.56
Portugal,31 Aug 2020,244,58114,0.56
Portugal,1 Sept 2020,231,58345,0.57
Portugal,2 Sept 2020,390,58735,0.57
Portugal,2 Sept 2020,390,58735,0.57
Portugal,3 Sept 2020,418,59153,0.57
Portugal,3 Sept 2020,418,59153,0.57
Portugal,3 Sept 2020,418,59153,0.57
Portugal,4 Sept 2020,406,59559,0.58
Portugal,5 Sept 2020,486,60045,0.58
Portugal,5 Sept 2020,486,60045,0.58
Portugal,6 Sept 2020,315,60360,0.59
Portugal,7 Sept 2020,249,60609,0.59
Portugal,7 Sept 2020,249,60609,0.59
Portugal,7 Sept 2020,249,60609,0.59
Portugal,8 Sept 2020,388,60997,0.59
Portugal,8 Sept 2020,388,60997,0.59
Portugal,9 Sept 2020,646,61643,0.6
Portugal,10 Sept 2020,585,62228,0.6
Portugal,10 Sept 2020,585,62228,0.6
Portugal,10 Sept 2020,585,62228,0.6
Portugal,11 Sept 2020,687,62915,0.61
Portugal,11 Sept 2020,687,62915,0.61
Portugal,12 Sept 2020,497,63412,0.62
Portugal,13 Sept 2020,673,64085,0.62
Portugal,13 Sept 2020,673,64085,0.62
Portugal,14 Sept 2020,613,64698,0.63
Portugal,14 Sept 2020,613,64698,0.63
Portugal,14 Sept 2020,613,64698,0.63
Portugal,15 Sept 2020,425,65123,0.63
Portugal,16 Sept 2020,605,65728,0.64
Portugal,16 Sept 2020,605,65728,0.64
Portugal,17 Sept 2020,770,66498,0.65
Portugal,17 Sept 2020,770,66498,0.65
Portugal,17 Sept 2020,770,66498,0.65
Portugal,18 Sept 2020,780,67278,0.65
Portugal,19 Sept 2020,849,68127,0.66
Portugal,19 Sept 2020,849,68127,0.66
Portugal,20 Sept 2020,552,68679,0.67
Portugal,21 Sept 2020,623,69302,0.67
Portugal,21 Sept 2020,623,69302,0.67
Portugal,21 Sept 2020,623,69302,0.67
Portugal,22 Sept 2020,463,69765,0.68
Portugal,22 Sept 2020,463,69765,0.68
Portugal,23 Sept 2020,802,70567,0.69
Portugal,24 Sept 2020,691,71258,0.69
Portugal,24 Sept 2020,691,71258,0.69
Portugal,25 Sept 2020,899,72157,0.7
Portugal,25 Sept 2020,899,72157,0.7
Portugal,25 Sept 2020,899,72157,0.7
Portugal,26 Sept 2020,884,73041,0.71
Portugal,27 Sept 2020,665,73706,0.72
Portugal,27 Sept 2020,665,73706,0.72
Portugal,28 Sept 2020,425,74131,0.72
Portugal,28 Sept 2020,425,74131,0.72
Portugal,28 Sept 2020,425,74131,0.72
Portugal,29 Sept 2020,688,74819,0.73
Portugal,30 Sept 2020,825,75644,0.73
Portugal,30 Sept 2020,825,75644,0.73
Portugal,1 Oct 2020,854,76498,0.74
Portugal,2 Oct 2020,888,77386,0.75
Portugal,2 Oct 2020,888,77386,0.75
Portugal,2 Oct 2020,888,77386,0.75
Portugal,3 Oct 2020,963,78349,0.76
Portugal,3 Oct 2020,963,78349,0.76
Portugal,4 Oct 2020,904,79253,0.77
Portugal,5 Oct 2020,734,79987,0.78
Portugal,5 Oct 2020,734,79987,0.78
Portugal,5 Oct 2020,734,79987,0.78
Portugal,6 Oct 2020,427,80414,0.78
Portugal,6 Oct 2020,427,80414,0.78
Portugal,7 Oct 2020,944,81358,0.79
Portugal,8 Oct 2020,1278,82636,0.8
Portugal,8 Oct 2020,1278,82636,0.8
Portugal,9 Oct 2020,1394,84030,0.82
Portugal,9 Oct 2020,1394,84030,0.82
Portugal,9 Oct 2020,1394,84030,0.82
Portugal,10 Oct 2020,1646,85676,0.83
Portugal,11 Oct 2020,1090,86766,0.84
Portugal,11 Oct 2020,1090,86766,0.84
Portugal,12 Oct 2020,1249,88015,0.85
Portugal,13 Oct 2020,1208,89223,0.87
Portugal,13 Oct 2020,1208,89223,0.87
Portugal,13 Oct 2020,1208,89223,0.87
Portugal,14 Oct 2020,2072,91295,0.89
Portugal,14 Oct 2020,2072,91295,0.89
Portugal,15 Oct 2020,2101,93396,0.91
Portugal,16 Oct 2020,2608,96004,0.93
Portugal,16 Oct 2020,2608,96004,0.93
Portugal,16 Oct 2020,2608,96004,0.93
Portugal,17 Oct 2020,2153,98157,0.95
Portugal,17 Oct 2020,2153,98157,0.95
Portugal,18 Oct 2020,1856,100013,0.97
Portugal,19 Oct 2020,1949,101962,0.99
Portugal,19 Oct 2020,1949,101962,0.99
Portugal,20 Oct 2020,1876,103838,1.01
Portugal,20 Oct 2020,1876,103838,1.01
Portugal,20 Oct 2020,1876,103838,1.01
Portugal,21 Oct 2020,2535,106373,1.03
Portugal,22 Oct 2020,3270,109643,1.06
Portugal,22 Oct 2020,3270,109643,1.06
Portugal,23 Oct 2020,2899,112542,1.09
Portugal,23 Oct 2020,2899,112542,1.09
Portugal,23 Oct 2020,2899,112542,1.09
Portugal,24 Oct 2020,3669,116211,1.13
Portugal,25 Oct 2020,2577,118788,1.15
Portugal,25 Oct 2020,2577,118788,1.15
Portugal,26 Oct 2020,2447,121235,1.18
Portugal,27 Oct 2020,3299,124534,1.21
Portugal,27 Oct 2020,3299,124534,1.21
Portugal,27 Oct 2020,3299,124534,1.21
Portugal,28 Oct 2020,3960,128494,1.25
Portugal,28 Oct 2020,3960,128494,1.25
Portugal,29 Oct 2020,4224,132718,1.29
Portugal,30 Oct 2020,4656,137374,1.33
Portugal,30 Oct 2020,4656,137374,1.33
Portugal,31 Oct 2020,4007,141381,1.37
Portugal,31 Oct 2020,4007,141381,1.37
Portugal,31 Oct 2020,4007,141381,1.37
Portugal,1 Nov 2020,3062,144443,1.4
Portugal,2 Nov 2020,2506,146949,1.43
Portugal,2 Nov 2020,2506,146949,1.43
Portugal,3 Nov 2020,2596,149545,1.45
Portugal,3 Nov 2020,2596,149545,1.45
Portugal,3 Nov 2020,2596,149545,1.45
Portugal,4 Nov 2020,7497,157042,1.53
Portugal,5 Nov 2020,4410,161452,1.57
Portugal,5 Nov 2020,4410,161452,1.57
Portugal,6 Nov 2020,5550,167002,1.62
Portugal,7 Nov 2020,6640,173642,1.69
Portugal,7 Nov 2020,6640,173642,1.69
Portugal,7 Nov 2020,6640,173642,1.69
Portugal,8 Nov 2020,5784,179426,1.74
Portugal,8 Nov 2020,5784,179426,1.74
Portugal,9 Nov 2020,4096,183522,1.78
Portugal,10 Nov 2020,3817,187339,1.82
Portugal,10 Nov 2020,3817,187339,1.82
Portugal,10 Nov 2020,3817,187339,1.82
Portugal,11 Nov 2020,4935,192274,1.87
Portugal,11 Nov 2020,4935,192274,1.87
Portugal,12 Nov 2020,5839,198113,1.92
Portugal,13 Nov 2020,6653,204766,1.99
Portugal,13 Nov 2020,6653,204766,1.99
Portugal,14 Nov 2020,6602,211368,2.05
Portugal,14 Nov 2020,6602,211368,2.05
Portugal,14 Nov 2020,6602,211368,2.05
Portugal,15 Nov 2020,6035,217403,2.11
Portugal,16 Nov 2020,8371,225774,2.19
Portugal,16 Nov 2020,8371,225774,2.19
Portugal,17 Nov 2020,4452,230226,2.24
Portugal,17 Nov 2020,4452,230226,2.24
Portugal,17 Nov 2020,4452,230226,2.24
Portugal,18 Nov 2020,5891,236117,2.29
Portugal,19 Nov 2020,6994,243111,2.36
Portugal,19 Nov 2020,6994,243111,2.36
Portugal,20 Nov 2020,6489,249600,2.42
Portugal,21 Nov 2020,6472,256072,2.49
Portugal,21 Nov 2020,6472,256072,2.49
Portugal,21 Nov 2020,6472,256072,2.49
Portugal,22 Nov 2020,4788,260860,2.53
Portugal,22 Nov 2020,4788,260860,2.53
Portugal,23 Nov 2020,4044,264904,2.57
Portugal,24 Nov 2020,3919,268823,2.61
Portugal,24 Nov 2020,3919,268823,2.61
Portugal,25 Nov 2020,5290,274113,2.66
Portugal,25 Nov 2020,5290,274113,2.66
Portugal,25 Nov 2020,5290,274113,2.66
Portugal,26 Nov 2020,6383,280496,2.72
Portugal,27 Nov 2020,5444,285940,2.78
Portugal,27 Nov 2020,5444,285940,2.78
Portugal,28 Nov 2020,4868,290808,2.82
Portugal,28 Nov 2020,4868,290808,2.82
Portugal,28 Nov 2020,4868,290808,2.82
Portugal,29 Nov 2020,4093,294901,2.86
Portugal,30 Nov 2020,3262,298163,2.9
Portugal,30 Nov 2020,3262,298163,2.9
Portugal,1 Dec 2020,2401,300564,2.92
Portugal,2 Dec 2020,3384,303948,2.95
Portugal,2 Dec 2020,3384,303948,2.95
Portugal,2 Dec 2020,3384,303948,2.95
Portugal,3 Dec 2020,3772,307720,2.99
Portugal,3 Dec 2020,3772,307720,2.99
Portugal,4 Dec 2020,4935,312655,3.04
Portugal,5 Dec 2020,6087,318742,3.1
Portugal,5 Dec 2020,6087,318742,3.1
Portugal,5 Dec 2020,6087,318742,3.1
Portugal,6 Dec 2020,3834,322576,3.13
Portugal,6 Dec 2020,3834,322576,3.13
Portugal,7 Dec 2020,2597,325173,3.16
Portugal,8 Dec 2020,2905,328078,3.19
Portugal,8 Dec 2020,2905,328078,3.19
Portugal,9 Dec 2020,4097,332175,3.23
Portugal,9 Dec 2020,4097,332175,3.23
Portugal,9 Dec 2020,4097,332175,3.23
Portugal,10 Dec 2020,3134,335309,3.26
Portugal,11 Dec 2020,5080,340389,3.31
Portugal,11 Dec 2020,5080,340389,3.31
Portugal,12 Dec 2020,4413,344802,3.35
Portugal,13 Dec 2020,4044,348846,3.39
Portugal,13 Dec 2020,4044,348846,3.39
Portugal,13 Dec 2020,4044,348846,3.39
Portugal,14 Dec 2020,2194,351040,3.41
Portugal,14 Dec 2020,2194,351040,3.41
Portugal,15 Dec 2020,2638,353678,3.44
Portugal,16 Dec 2020,4720,358398,3.48
Portugal,16 Dec 2020,4720,358398,3.48
Portugal,16 Dec 2020,4720,358398,3.48
Portugal,17 Dec 2020,4320,362718,3.52
Portugal,17 Dec 2020,4320,362718,3.52
Portugal,18 Dec 2020,4336,367054,3.57
Portugal,19 Dec 2020,3835,370889,3.6
Portugal,19 Dec 2020,3835,370889,3.6
Portugal,20 Dec 2020,3334,374223,3.63
Portugal,20 Dec 2020,3334,374223,3.63
Portugal,20 Dec 2020,3334,374223,3.63
Portugal,21 Dec 2020,2099,376322,3.66
Portugal,22 Dec 2020,2436,378758,3.68
Portugal,22 Dec 2020,2436,378758,3.68
Portugal,23 Dec 2020,4602,383360,3.72
Portugal,23 Dec 2020,4602,383360,3.72
